书籍详情链接,图片链接,书名,书名简述,评分,评价数,出版相关信息,概况,作者,出版社
https://book.douban.com/subject/3605924/,https://img2.doubanio.com/view/subject/s/public/s3665853.jpg,滚雪球,巴菲特和他的财富人生,7.5,1064人,[美]艾丽斯·施罗德 / 中信出版社 / 2009-01-01 / 198.00元,暂无,艾丽斯·施罗德,中信出版社
https://book.douban.com/subject/26634824/,https://img9.doubanio.com/view/subject/s/public/s28310676.jpg,投资最重要的事（全新升级版）, ,8.6,1299人,[美] 霍华德·马克斯 / 李莉、石继志 / 中信出版集团 / 2015-9 / 69.00元,《投资最重要的事：全新升级版》取材于作者霍华德·马克斯著名的投资备忘录，这些备忘录是包括巴菲特在内的全球专业投资者推崇备至的。全新升级版除了饱含马克斯的投资... ,霍华德·马克斯,中信出版集团
https://book.douban.com/subject/30168500/,https://img1.doubanio.com/view/subject/s/public/s29714137.jpg,给业余投资者的10条军规, ,7.1,273人,闲来一坐s话投资 / 中信出版社 / 2015 / 19,经历了两轮熊市和2015年中国股灾洗礼之后的人，会更加明白，我们这些业余小散在股市上有多弱。而作为弱者，如何摆脱“人为刀俎，我为鱼肉”的悲催境地？如何不被淘... ,闲来一坐s话投资,中信出版社
https://book.douban.com/subject/26260918/,https://img3.doubanio.com/view/subject/s/public/s27814120.jpg,费雪论成长股获利,投资大师80年投资致富的选股方法,7.8,170人,〔美〕菲利普·A. 费雪 / 刘寅龙 / 广东经济出版社 / 2015-1 / 48.00元,暂无,〔美]菲利普·A. 费雪,广东经济出版社
https://book.douban.com/subject/33444430/,https://img3.doubanio.com/view/subject/s/public/s33437720.jpg,马丁·茨威格的华尔街制胜之道,如何判断市场趋势、选股、择时买卖,7.3,18人,（美）马丁·茨威格 / 王汀汀 / 中国青年出版社 / 2019-6 / 59.00元,1987年10月19日，道琼斯指数跳水22.6%，这是美国股市著名的“黑色星期一”。6个半小时之内，股市损失了5000亿美元，相当于当时美国GDP的1/8。... ,马丁·茨威格,中国青年出版社
https://book.douban.com/subject/5377571/,https://img2.doubanio.com/view/subject/s/public/s4558303.jpg,海龟交易法则, ,8.6,420人,（美）费思 / 乔江涛 / 中信出版社 / 2010-12-1 / 42.00元,伟大交易员究竟是天生的，还是后天培养的?24年前，交易大师理查德•丹尼斯对他的老朋友威廉•埃克哈特说：”我们要培养交易者，就像新加坡人养海龟一样。”这开始只... ,费思,中信出版社
https://book.douban.com/subject/25951781/,https://img2.doubanio.com/view/subject/s/public/s27390012.jpg,策略投资方法论, ,8.7,148人,申银万国策略投资团队 / 山西人民出版社 / 2014-8-1 / 98.00,《策略投资方法论》内容丰富，主要收录了观察市场，调整F——对“市场实验”的若干思考、红海和蓝海——对宽体策论第16章《策略是片海》的若干补充、兵无常势，水无... ,申银万国策略投资团队,山西人民出版社
https://book.douban.com/subject/2031890/,https://img2.doubanio.com/view/subject/s/public/s16136072.jpg,以交易为生, ,8.3,1246人,亚历山大·埃尔德 / 符彩霞 / 机械工业出版社 / 2007-3 / 36.00元,《以交易为生》是从普通散户做起，直达成功交易者的经典指南，操作生涯不是梦！有四种动物经常在华尔街被提及：牛和熊，猪和羊。牛代表买进的人，熊代表卖出的人，猪代... ,亚历山大·埃尔德,机械工业出版社
https://book.douban.com/subject/26898052/,https://img9.doubanio.com/view/subject/s/public/s29152694.jpg,投资的护城河,晨星公司解密巴菲特股市投资法则,7.8,310人,[美]希瑟·布里林特（Heather Brilliant）、[美]伊丽莎白·柯林斯（Elizabeth Collins） / 汤光华、张坚柯、罗维 / 人民邮电出版社 / 2016-10-1 / CNY 59.00,暂无,希瑟·布里林特&伊丽莎白·柯林斯,人民邮电出版社
https://book.douban.com/subject/1799839/,https://img1.doubanio.com/view/subject/s/public/s24395849.jpg,高胜算操盘, ,8.2,295人,马赛尔·林克 / 广东经济出版社 / 2006-5 / 48.00元,《高胜算操盘》是一本教导我们如何培养成功交易者心灵构架的书。作者马赛尔·林克以细腻、负责的口吻，通过阐述自身的惨痛经历和其他交易员身上的真实案例，让我们判断... ,马赛尔·林克,广东经济出版社
https://book.douban.com/subject/10550974/,https://img2.doubanio.com/view/subject/s/public/s9012993.jpg,公司基本面分析实务,把握能把握的机会,8.7,518人,中能兴业 / 地震出版社 / 2012-3 / 35.00元,《公司基本面分析实务:把握能把握的机会》内容简介：作者曾为长盛基金、天弘基金等基金公司、中国人寿、中英人寿等保险公司、招商证券、中银国际、民族证券等券商的投... ,中能兴业,地震出版社
https://book.douban.com/subject/30163241/,https://img1.doubanio.com/view/subject/s/public/s33838318.jpg,一个投资家的20年(第2版), ,7.5,335人,杨天南 / 机械工业出版社 / 2018-3 / 89,本书为金石致远投资公司CEO杨天南先生在《钱经》及《中国金融家》杂志发表的专栏文章合集，每月一篇，连载至今已逾十年。每篇文后均附有当月投资组合，期间数次穿越... ,杨天南,机械工业出版社
https://book.douban.com/subject/30359303/,https://img9.doubanio.com/view/subject/s/public/s29903316.jpg,巴菲特致股东的信·投资原则篇, ,7.4,158人,[美] 杰里米·米勒 / 郝旭奇 / 中信出版社 / 2018-10 / 68.00元,从跟随价值投资大师本杰明·格雷厄姆在纽约工作，到自己成为伯克希尔哈撒韦公司主席，沃伦·巴菲特一直管理者他的投资合伙基金——巴菲限合伙基金。在那段时间里，他创... ,杰里米·米勒,中信出版社
https://book.douban.com/subject/6090505/,https://img9.doubanio.com/view/subject/s/public/s28057146.jpg,华尔街操盘手日记, ,7.8,168人,高山 / 清华大学出版社 / 2011-4-1 / 39.70元,华尔街操盘手日记（第2版），ISBN：9787302249276，作者：高山 著 ,高山,清华大学出版社
https://book.douban.com/subject/4888394/,https://img2.doubanio.com/view/subject/s/public/s4402122.jpg,赢得输家的游戏, ,7.8,316人,查尔斯·D.埃利斯 / 王茜 / 机械工业出版社 / 2010-6 / 36.00元,负责的投资者不仅理解而且会亲自执行他们的投资策略。如果股民们都能遵循这个常识性的投资方法，投资绩效将会得到大大的改善。自主的投资者能避开大量与自身利益冲突、... ,查尔斯·D.埃利斯,机械工业出版社
https://book.douban.com/subject/2981710/,https://img9.doubanio.com/view/subject/s/public/s2928776.jpg,格雷厄姆,华尔街教父回忆录,7.7,354人,本杰明·格雷厄姆 / 杨宇光 / 上海远东出版社 / 2008-1 / 39.00元,《格雷厄姆:华尔街教父回忆录》是本杰明‘格雷厄姆在晚年亲自撰写的回忆录，在他去世后20年才正式出版。书中主要回忆了本杰明-格雷厄姆从出生到二战前近50年多姿... ,本杰明·格雷厄姆,上海远东出版社
https://book.douban.com/subject/25853790/,https://img2.doubanio.com/view/subject/s/public/s27272453.jpg,投资策略实战分析,华尔街股市经典策略20年推演（原书第4版）,7.8,98人,詹姆斯·奥肖内西 / 马海涌、李闻、高闻酉 / 机械工业出版社 / 2014-1 / 129,暂无,詹姆斯·奥肖内西,机械工业出版社
https://book.douban.com/subject/26840986/,https://img9.doubanio.com/view/subject/s/public/s28914124.jpg,金融炼金术, ,7.8,423人,索罗斯 / 孙忠 候纯 / 海南出版社 / 2016-8 / 45.00元,1997年的金融风暴，罪魁祸首就是索罗斯。本书以日记形式记录着那些不平常的日日夜夜。同时，我们还能看到，索罗斯不单是一位投资领域的顶尖高手，同时也是一位思想... ,索罗斯,海南出版社
https://book.douban.com/subject/35022812/,https://img2.doubanio.com/view/subject/s/public/s33613621.jpg,巴菲特和查理·芒格内部讲话, ,7.4,240人,[美] 丹尼尔·佩科、[美] 科里·雷恩 / 高剑 / 湖南文艺出版社 / 2020-4-5 / 68.00元,本书是世界顶级团队的投资管理备忘录，呈现了以巴菲特和查理·芒格为首的伯克希尔股东大会30年间内部讲话的精华。持续30年的追踪，以清晰的架构和严谨简练的语言，... ,丹尼尔·佩科&科里·雷恩,湖南文艺出版社
https://book.douban.com/subject/10799082/,https://img9.doubanio.com/view/subject/s/public/s10389195.jpg,投资最重要的事, ,8.7,6010人,[美] 霍华德·马克斯 Howard Marks / 孙 伊 / 中信出版社 / 2012-7 / 58.00元,《投资最重要的事》倾注了霍华德•马克斯一生的经验和研究，阐述了成功投资的秘诀，以及足以摧毁资本或断送职业生涯的错误。马克斯摘录备忘录中的段落阐明自己的思想，... ,霍华德·马克斯 Howard Marks,中信出版社
https://book.douban.com/subject/4163570/,https://img1.doubanio.com/view/subject/s/public/s4346828.jpg,股市心理博弈,《股市趋势技术分析》最佳伴读,8.2,50人,[美]约翰·迈吉 / 吴溪 / 机械工业出版社 / 2007-6 / 58.0,暂无,约翰·迈吉,机械工业出版社
https://book.douban.com/subject/3129355/,https://img9.doubanio.com/view/subject/s/public/s3178244.jpg,憨夺型投资者,低风险高收益的投资模式,8.1,236人,莫尼什·帕伯莱 / 陈龙 / 机械工业出版社 / 2008-7 / 30.00元,在《憨夺型投资者》中，作者莫尼什•帕伯莱展现了这种由善于经营的印度帕特尔人创造的威力无比的Dhandho式资本分配方法，以及个体投资者如何将其成功地运用于股... ,莫尼什·帕伯莱,机械工业出版社
https://book.douban.com/subject/26421264/,https://img1.doubanio.com/view/subject/s/public/s33917267.jpg,期货大作手风云录,初入期海,7.9,900人,逍遥刘强 / 东方出版社 / 2015-4 / 38.00元,该书描写了一位初出校园的毛头小伙肖遥是如何一步步成长为叱咤风云中国金融市场的期货大作手的。故事精彩，紧凑，贴近现实，让读者看得过瘾，一步到位地了解到很多中国... ,逍遥刘强,东方出版社
https://book.douban.com/subject/4827216/,https://img1.doubanio.com/view/subject/s/public/s6166907.jpg,明明白白看年报,第3版 2009年年报最新版 投资者必读,8.7,411人,袁克成 / 机械工业出版社 / 2010年04月 / 35.00元,暂无,袁克成,机械工业出版社
https://book.douban.com/subject/3340424/,https://img1.doubanio.com/view/subject/s/public/s3409848.jpg,闲不住的手,中国股市体制基因演化史,7.7,161人,陆一 / 中信出版社 / 2008-12 / 42.00元,《闲不住的手:中国股市体制基因演化史》集中了沪深证交所的宝贵档案资料、历史图片和对历史事件的真实记录，作者在此基础上用宏大叙事的手法和特立独行的思辨，绘制出... ,陆一,中信出版社
https://book.douban.com/subject/26417291/,https://img1.doubanio.com/view/subject/s/public/s28101848.jpg,股市长线法宝（原书第5版）, ,8.5,328人,【美】杰里米 J.西格尔 (Jeremy J.Siegel) / 马海涌、王凡一、魏光蕊 / 机械工业出版社 / 2015-1-1 / 59.00,自本书第4版面市以来，全球股市发生了极大的变化。2008年金融危机是自大萧条以来最深重的一次熊市，而新兴市场的持续增长只是直接影响全世界所有投资组合的若干意... ,杰里米 J.西格尔,机械工业出版社
https://book.douban.com/subject/30318740/,https://img1.doubanio.com/view/subject/s/public/s29862159.jpg,构建量化动量选股系统的实用指南, ,8.1,131人,卫斯理•R.格雷（Wesley R. Gray）、杰克•R.沃格尔（Jack R. Vogel） / 马林梅 / 中国青年出版社 / 2018-10-1,暂无,卫斯理•R.格雷&杰克•R.沃格尔,中国青年出版社
https://book.douban.com/subject/35299355/,https://img3.doubanio.com/view/subject/s/public/s33909660.jpg,手把手教你读财报（新准则升级版）,财报是用来排除企业的,8.8,379人,唐朝 / 中国经济出版社 / 2021-1-1 / 69.00元,2017—2019年，财政部对《企业会计准则》做了大量修改和增补，于是2015年初出版的《手把手教你读财报》有了修订的必要。修订过程中，老唐首先根据过去6年... ,唐朝,中国经济出版社
https://book.douban.com/subject/27203752/,https://img1.doubanio.com/view/subject/s/public/s29614837.jpg,生活中的投资学,普通投资者的股市盈利之道,7.7,383人,我是腾腾爸 / 中国经济出版社 / 2017-9-1 / 56.00,我是腾腾爸著的《生活中的投资学(普通投资者的股市盈利之道)》用平实活泼的语言，阐释了股市投资的深刻道理，笔触轻松愉快，文风洒脱幽默。用日常生活中随处可见的案... ,我是腾腾爸,中国经济出版社
https://book.douban.com/subject/4137182/,https://img9.doubanio.com/view/subject/s/public/s4085306.jpg,荣辱二十年,我的股市人生,8.2,1618人,阚治东 / 中信出版社 / 2010-1-1 / 38.00元,暂无,阚治东,中信出版社
https://book.douban.com/subject/30310664/,https://img2.doubanio.com/view/subject/s/public/s29854433.jpg,手把手教你买基金, ,7.6,337人,书签客 /  / 人民邮电 / 2018-08-01 / 55.0,暂无,书签客,人民邮电
https://book.douban.com/subject/20414729/,https://img3.doubanio.com/view/subject/s/public/s24461940.jpg,短线交易秘诀,原书第2版,7.8,231人,拉里·威廉斯 / 穆瑞年、霍明、于天文 / 机械工业出版社 / 2013-1 / 49.00元,《短线交易秘诀(原书第2版)》内容简介：1999年，炙手可热的市场大师拉里•威廉斯首次出版《短线交易秘诀》一书时，针对的读者基本上还是专业投资者。过去这些年... ,拉里·威廉斯,机械工业出版社
https://book.douban.com/subject/10862869/,https://img2.doubanio.com/view/subject/s/public/s33626803.jpg,重剑无锋,小小辛巴投资手记,8.6,301人,小小辛巴 / 沈阳出版社 / 2012-5 / 88.00元,暂无,小小辛巴,沈阳出版社
https://book.douban.com/subject/26935601/,https://img3.doubanio.com/view/subject/s/public/s29219180.jpg,行为投资学手册,投资者如何避免成为自己最大的敌人,7.6,296人,詹姆斯·蒙蒂尔 / 王汀汀 / 中国青年出版社 / 2017-1-1 / 39.00元,暂无,詹姆斯·蒙蒂尔,中国青年出版社
https://book.douban.com/subject/30689601/,https://img2.doubanio.com/view/subject/s/public/s33609903.jpg,短线交易大师: 工具和策略Ⅱ, ,8.2,17人,格雷格·卡普拉 / 蒋永强 / 山西人民出版社 / 2018-5-1 / 51.70元,如何精准客观的交易？大部分投资类书籍都会给出一些复杂的概念和指标，它们看起来有理有据，实际运用起来却很难操作。Pristine的创立者和首席执行官，格雷格·... ,格雷格·卡普拉,山西人民出版社
https://book.douban.com/subject/33452377/,https://img2.doubanio.com/view/subject/s/public/s32324232.jpg,静水流深：深度价值投资札记,深度价值投资札记,7.5,147人,张延昆 著 / 机械工业出版社 / 2019-5 / 88元,暂无,张延昆 著,机械工业出版社
https://book.douban.com/subject/6861158/,https://img9.doubanio.com/view/subject/s/public/s8480426.jpg,一个证券分析师的醒悟,张化桥的股市真话,7.9,635人,张化桥 / 中信出版社 / 2011-10 / 30.00元,《一个证券分析师的醒悟:张化桥的股市真话(最新修订版)》内容简介：“在人们都，摸着石头过河”的年代，成千上万的人其实并不知道钱是什么，股市是什么，投资是什么... ,张化桥,中信出版社
https://book.douban.com/subject/30278028/,https://img2.doubanio.com/view/subject/s/public/s29823051.jpg,证券分析师实践指南（经典版）, ,8.2,27人,詹姆斯·J.瓦伦丁 / 王洋 / 机械工业出版社 / 2018-7-1 / 79.00元,《证券分析师实践指南》是作者数十年行业研究员工作的经验总结。从识别股票行业周期、如何做股票的盈利预期、如何掌握影响股票价格的定量及定性因素、如何进行股票推荐... ,詹姆斯·J.瓦伦丁,机械工业出版社
https://book.douban.com/subject/26816965/,https://img2.doubanio.com/view/subject/s/public/s28811831.jpg,股价为什么会上涨,超越时代的股市传奇 里昂·利维自述,7.1,80人,[美]里昂·利维（Leon Levy）、尤金·林登（Eugene Linden） / 萧达 / 群言出版社·后浪出版公司 / 2016-8 / 42.00元,暂无,里昂·利维&尤金·林登,群言出版社
https://book.douban.com/subject/34888156/,https://img1.doubanio.com/view/subject/s/public/s33902798.jpg,巴菲特的第一桶金, ,7.4,215人,[美] 格伦·阿诺德 / 杨天南 / 机械工业出版社,暂无,格伦·阿诺德,机械工业出版社
https://book.douban.com/subject/35498466/,https://img2.doubanio.com/view/subject/s/public/s33923703.jpg,复合增长-林园的投资逻辑与策略,复合增长,8.2,44人,王洪 / 山西人民出版社 / 2021-5-1 / 188,自林园炒股系列书之一——《林园炒股秘籍》出版以来，备受市场关注，风靡一时。图书的畅销就是林园的投资理念受到大众的认可。更为难能可贵的是，林园的成功可以复制。... ,王洪,山西人民出版社
https://book.douban.com/subject/25885180/,https://img9.doubanio.com/view/subject/s/public/s27280914.jpg,百箭穿杨, ,7.7,710人,小小辛巴 / 机械工业出版社 / 2014-5 / 49.00元,暂无,小小辛巴,机械工业出版社
https://book.douban.com/subject/5917261/,https://img2.doubanio.com/view/subject/s/public/s4608351.jpg,通向财务自由之路, ,8.4,651人,（美）范 K.撒普（Van K. Tharp） / 董梅 / 机械工业出版社 / 2011-1-1 / 48.00元,暂无,范 K.撒普,机械工业出版社
https://book.douban.com/subject/20419161/,https://img2.doubanio.com/view/subject/s/public/s28587971.jpg,擒庄秘籍-威科夫股票技术分析方法导论,威科夫股票技术分析方法导论,7.6,27人,理查德•D.威科夫 (Richard D. Wyckoff) / 上海财经大学出版社 / 2012-12-1 / 48.00元,擒庄秘籍：威科夫股票技术分析方法导论（引进版），ISBN：9787564214401，作者：（美）理查德·D.威科夫（Richard D. Wyckoff）... ,理查德•D.威科夫,上海财经大学出版社
https://book.douban.com/subject/1069660/,https://img2.doubanio.com/view/subject/s/public/s2302731.jpg,罗杰斯环球投资旅行, ,8.5,478人,吉姆・罗杰斯 / 胡凝等 / 江苏人民出版社 / 1998-4 / 23.00元,1990年，罗杰斯与女友用22个月的时间，完成了骑摩托车环球旅行，这在世界包括中国曾引起众人的注目和极大的轰动。他用一个西方金融家敏锐的眼光，洞察了世界各地... ,吉姆・罗杰斯,江苏人民出版社
https://book.douban.com/subject/3037838/,https://img2.doubanio.com/view/subject/s/public/s3046762.jpg,投资的头号法则,拒当赌徒，做聪明的价值投资者,8.0,131人,克里斯多夫·布朗 / 刘寅龙 / 广东经济出版社 / 2008-3 / 39.80元,"《投资的头号法则:拒当赌徒,做聪明的价值投资者》讲述你在乎你的金钱吗？那就赶快花一点点时间去看看克里斯多夫•布朗是如何做得吧，那会使你在未来投资中感到胸有成... ",克里斯多夫·布朗,广东经济出版社
https://book.douban.com/subject/6736549/,https://img9.doubanio.com/view/subject/s/public/s28356314.jpg,投资高手访谈录, ,8.1,51人,沈良 / 地震出版社 / 2011-7 / 39.80元,《投资高手访谈录》内容简介：十一位投资冠军的心路历程和投资理念、八位投资高手的盈利模式和运作心得、一位反思者的失败与反省、一位见证者的记录与思考、群英荟萃财... ,沈良,地震出版社
https://book.douban.com/subject/34822876/,https://img2.doubanio.com/view/subject/s/public/s33475833.jpg,交易心理分析2.0,从交易训练到流程设计,8.5,13人,布雷特·N.斯蒂恩博格 / 机械工业出版社 / 2019-9 / 99,暂无,布雷特·N.斯蒂恩博格,机械工业出版社
https://book.douban.com/subject/30214881/,https://img1.doubanio.com/view/subject/s/public/s33560789.jpg,如何找到100倍回报的股票,基于365只100倍股的研究结果,7.8,131人,[ 美] 克里斯托弗·迈耶 / 王汀汀 / 中国青年出版社 / 2018-3-1 / 59.00元,100倍股指的是让投资者的每1元投资都增长到100元的股票。本书作者研究了1962-2014年的365只100倍股，发现这类股票并不像一些投资者想象中那样罕... ,克里斯托弗·迈耶,中国青年出版社
https://book.douban.com/subject/26606338/,https://img2.doubanio.com/view/subject/s/public/s28338203.jpg,股市极客思考录,十年磨一剑之龙头股战法揭秘,7.4,143人,彭道富 / 海天出版社 / 2015-6-1 / CNY 49.80,本书作者不是理论家、评论家，而是地地道道的一线交易者，浸淫股市多年，该书是作者十余年投资生涯的思考与总结，其精髓是众多高手秘而不宣的“龙头股战法”，这是作者... ,彭道富,海天出版社
https://book.douban.com/subject/6023966/,https://img9.doubanio.com/view/subject/s/public/s6315376.jpg,振荡指标MACD,波段操作精解,8.4,248人,凌波 / 陕西师范大学出版社 / 2011-4 / 35.00元,《振荡指标MACD:波段操作精解》内容简介：在股市投资中，MACD指标作为一种技术分析的手段，得到了投资者的认知。但如何使用MACD指标，才能使投资收益达到... ,凌波,陕西师范大学出版社
https://book.douban.com/subject/1141543/,https://img1.doubanio.com/view/subject/s/public/s1108369.jpg,金融心理学,掌握市场波动的真谛,7.7,1228人,拉斯·特维德 / 周为群 / 中国人民大学出版社 / 2003-11 / 29.00元,心理因素影响市场价格波动，这一事实正为越来越多的学者和股民所接受。本书提供了金融市场心理学的全面最新研究成果，这些成果既令人兴奋，又具有实用价值。本书最突出... ,拉斯·特维德,中国人民大学出版社
https://book.douban.com/subject/1088307/,https://img9.doubanio.com/view/subject/s/public/s1308626.jpg,股票K线战法,K线分析之父经典著作,7.7,230人,史蒂夫·尼森 / 环宇证券投资顾问公司 / 宇航出版社 / 2004-1 / 35.00元,1990年，史蒂夫·尼森以《阴线阳线》一书向西方金融界引进了一套强有力的金融市场分析工具--“日本K线图”，被西方誉为“K线分析之父”，本书是他的另一部力作... ,史蒂夫·尼森,宇航出版社
https://book.douban.com/subject/5380973/,https://img3.doubanio.com/view/subject/s/public/s4577120.jpg,向最伟大的股票作手学习, ,8.1,93人,（美）约翰·波伊克（John Boik） / 龚华燕 / 机械工业出版社 / 2011-1 / 36.00元,暂无,约翰·波伊克,机械工业出版社
https://book.douban.com/subject/24721697/,https://img2.doubanio.com/view/subject/s/public/s26643703.jpg,股票投资的24堂必修课,华章经典•金融投资,7.5,316人,（美）威廉•欧奈尔(William J. O’Neil) / 王茜 / 机械工业出版社 / 2013-6 / 35.00,在本书中，欧奈尔打破传统“智慧”，提出了一系列基于常识的投资策略，帮助投资者准确评估市场，在正确的时点买卖股票，抓住市场回调带来的机会，成功管理自己的投资组... ,威廉•欧奈尔,机械工业出版社
https://book.douban.com/subject/30346176/,https://img3.doubanio.com/view/subject/s/public/s29889360.jpg,证券混沌操作法,股票、期货及外汇交易的低风险获利指南（典藏版）,6.6,27人,比尔·威廉斯、贾丝廷·格雷戈里-威廉斯 / 机械工业出版社 / 2018-10 / 59,暂无,比尔·威廉斯&贾丝廷·格雷戈里-威廉斯,机械工业出版社
https://book.douban.com/subject/35234759/,https://img2.doubanio.com/view/subject/s/public/s33745462.jpg,好投资与坏投资, ,7.5,61人,陈嘉禾 / 中国人民大学出版社 / 2021-1-1 / 68.00,投资背后是极其重要的生活抉择。好的投资可以让家庭生活变得轻松，让人免受辛劳工作的羁绊；坏的投资则会导致大幅亏损乃至血本无归，意味着需要加倍努力工作去弥补财产... ,陈嘉禾,中国人民大学出版社
https://book.douban.com/subject/27122641/,https://img2.doubanio.com/view/subject/s/public/s29525352.jpg,股市极客思考录(十年磨一剑之龙头股战法揭秘升级版), ,8.0,83人,彭道富 / 海天 / 2017-07-01 / 58.0,暂无,彭道富,海天
https://book.douban.com/subject/24708136/,https://img9.doubanio.com/view/subject/s/public/s26706104.jpg,估值,难点、解决方案及相关案例（原书第2版）,8.5,293人,（美）埃斯瓦斯·达莫达兰 / 李必龙、李羿、郭海 / 机械工业出版社 / 2013-6 / 99.00,暂无,埃斯瓦斯·达莫达兰,机械工业出版社
https://book.douban.com/subject/25716238/,https://img9.doubanio.com/view/subject/s/public/s27032686.jpg,巴菲特与索罗斯的投资习惯（纪念版）, ,8.2,365人,(澳大利亚)马克·泰尔 / 乔江涛 / 中信出版社 / 2013-9 / 39.00,《巴菲特与索罗斯的投资习惯》已被全球投资者奉为“圣经”的作品中，作者马克·泰尔开创性地提出：有着天壤之别的巴菲特和索罗斯，不仅有着共同的投资习惯，而且他们的... ,马克·泰尔,中信出版社
https://book.douban.com/subject/35064957/,https://img9.doubanio.com/view/subject/s/public/s33643326.jpg,股市奇才,华尔街50年市场智慧,7.5,18人,[美] 沃尔特·迪默（Walter Deemer)、苏珊·克拉金（Susan Cragin） / 闫广文 / 机械工业出版社 / 2020-5 / 69,当前市场如此动荡，对专业投资者和散户来说，都颇具挑战性。沃尔特·迪默——近50年来技术分析领域的基石人物——精心整理了自己的洞察和知识，向投资者介绍了在动荡... ,沃尔特·迪默&苏珊·克拉金,机械工业出版社
https://book.douban.com/subject/10572949/,https://img9.doubanio.com/view/subject/s/public/s10188946.jpg,亚当理论, ,7.5,355人,威尔斯·威尔德 / 包文兵 / 山西人民出版社 / 2012-4 / 36.00元,《亚当理论:赚钱最重要》内容简介：交易员的十大守则：[1] 亏损的头寸绝不要加码或“摊平”。如果你交易的是盈利的头寸，那么在这个时点上你是对的。如果你交易的... ,威尔斯·威尔德,山西人民出版社
https://book.douban.com/subject/10773362/,https://img1.doubanio.com/view/subject/s/public/s10406068.jpg,随机漫步的傻瓜,发现市场和人生中的隐藏机遇,8.1,5814人,[美] 纳西姆·尼古拉斯·塔勒布 / 盛逢时 / 中信出版社 / 2012-7 / 39.00元,本书从投资市场入手，将随机性的影响讲得饶有趣味。即使是精于计算的数学家，也往往会被随机性所捉弄。实际上，那些成功人士很可能只是转盘赌的幸运儿，他们的幸运能维... ,纳西姆·尼古拉斯·塔勒布,中信出版社
https://book.douban.com/subject/25744585/,https://img1.doubanio.com/view/subject/s/public/s27094418.jpg,以交易为生 II,卖出的艺术,7.6,283人,[美] 亚历山大·埃尔德（Alexander Elder） / 马福云 / 机械工业出版社 / 2013-9-1 / 55.00元,对于新手来说，预测市场的涨跌主宰了其投资生命的全部。但仅仅会做预测是无法在市场上生存的！实际上大多数老练的交易者，他们的预测准确率也并不高，但重要的是，他们... ,亚历山大·埃尔德,机械工业出版社
https://book.douban.com/subject/1217868/,https://img9.doubanio.com/view/subject/s/public/s1161386.jpg,短线交易大师,工具和策略,7.9,434人,奥利弗・瓦莱士、格雷格・卡普拉、张丹丹 / 张丹丹 / 地震出版社 / 2004-5-1 / 48.00元,《短线交易大师:工具和策略》涵盖了交易者想要持续获利所必需了解的每一件事，阐明了交易者为了成功所必须掌握的心理调控和自我约束能力，以及发现和利用独特的获利机... ,奥利弗・瓦莱士&格雷格・卡普拉&张丹丹,地震出版社
https://book.douban.com/subject/35226962/,https://img1.doubanio.com/view/subject/s/public/s33739839.jpg,趋势投资——金融市场技术分析指南, ,7.2,78人,丁圣元 / 人民邮电出版社 / 2020-10 / 118.00,暂无,丁圣元,人民邮电出版社
https://book.douban.com/subject/27174243/,https://img2.doubanio.com/view/subject/s/public/s29582401.jpg,十年一梦 修订版, ,7.7,94人,青泽 / 北京联合出版公司 / 2017-9 / 48,《十年一梦》讲述了一位年轻人在国内股票、期货交易中，十多年风风雨雨的成长历程。作者以他亲身参与、目睹过的事件为基础，从独特的角度，描述了一个市场新手在国内股... ,青泽,北京联合出版公司
https://book.douban.com/subject/33645945/,https://img9.doubanio.com/view/subject/s/public/s33462126.jpg,财务诡计：如何识别财务报告中的会计诡计和舞弊（原书第4版）,如何识别财务报告中的会计诡计和舞弊,7.2,149人,［美］霍华德·M.施利特（Howard M. Schilit）、［美］杰里米·佩勒（Jeremy Perler）、［美］尤尼·恩格尔哈特（Yoni Engelhart） / 机械工业出版社 / 2019-6 / 79.00,暂无,霍华德·M.施利特&杰里米·佩勒&尤尼·恩格尔哈特,机械工业出版社
https://book.douban.com/subject/35515783/,https://img9.doubanio.com/view/subject/s/public/s33938566.jpg,金钱的属性：一个富豪的财富私房课, ,7.5,81人,[韩] 金胜镐 / 郑丹丹 / 浙江人民出版社 / 2021-8 / 68.00,暂无,金胜镐,浙江人民出版社
https://book.douban.com/subject/2192832/,https://img1.doubanio.com/view/subject/s/public/s29607708.jpg,Reminiscences of a Stock Operator, ,9.3,109人,Edwin  Lefèvre / Wiley / 2006-1-17 / USD 22.95,"Reminiscences of a Stock Operator ""… I learned early that there is nothing new... ",Edwin  Lefèvre,Wiley
https://book.douban.com/subject/26289619/,https://img2.doubanio.com/view/subject/s/public/s27972083.jpg,投资的常识, ,8.0,149人,[美]伯顿•马尔基尔（Burton G. Malkiel）、[美]查尔斯•埃利斯（Charles D. Ellis） / 汤颖 / 中国人民大学出版社 / 2015-1 / 36.90元,本书是两位华尔街大师为普通投资者打造的诚意之作，是一本简短、直白的投资类图书。通过阅读本书，你可以做出更好的投资决策，保证资金安全，走向投资成功，从而享受... ,伯顿•马尔基尔&查尔斯•埃利斯,中国人民大学出版社
